Gene	Length		a1	a2	a3	a4	a5	a6	a7	ab8	b1	b2	b3	b4	b6
CG1622	2828		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IP3K2	25670		NA	NA	0000010758	NA	NA	NA	0000012257;0000003678;0000010759;0000018875	NA	NA	NA	0000003678	NA	NA
CR45018	3999		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Jafrac1	2170		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR32636	1483		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000010760	NA	NA
RpS15Aa	2068		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15747	2691		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45708	390		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45709	516		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Syt12	8931		NA	NA	0000012258	NA	0000003680	0000000609	0000003680	0000003679	NA	NA	0000000609	NA	0000000609
dmrt11E	2281		NA	0000010761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG1640	9554		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rbp1-like	4711		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000010762	NA
Tim9a	683		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yippee	1503		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG1662	1769		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44620	325		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44621	531		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG1673	4325		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12725	1024		NA	NA	NA	NA	0000010765	NA	NA	NA	NA	NA	NA	NA	NA
GstT4	4574		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000010766;0000010767
CG1998	3705		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Set2	7782		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Neto	81379		0000000612;0000010775;0000012261;0000010781;0000018879	0000000612;0000010776;0000010779;0000012261;0000018876	0000010772;0000000612;0000012261;0000018879	0000000612;0000012261;0000010781;0000018879	0000000612;0000012261;0000010782	0000000612;0000010777;0000012260;0000018879	0000000612;0000010776;0000012261;0000018879	0000000612;0000010774;0000012261;0000018879	0000000612;0000012261;0000018879	0000000612;0000010776;0000010778;0000012261;0000018876	0000010773;0000000612;0000012261;0000018879	0000000612;0000012261;0000010780;0000018878	0000000612;0000012261
CG34324	1129		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15754	1274		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44427	392		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG44428	593		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15756	1802		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpr12A	1264		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11816	3241		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32631	1394		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32633	1688		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tango13	29401		NA	NA	0000003684	NA	NA	0000010783	NA	0000003685	NA	NA	NA	0000003685	0000003685
up	9104		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44654	1292		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11178	3848		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ndc80	2391		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BthD	1097		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tth	3393		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tango2	2218		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG2691	5132		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFAT	39823		0000010786;0000003688	NA	NA	NA	NA	NA	0000003686;0000003687	NA	NA	NA	0000003686;0000003687	0000010784;0000010785	NA
Lig4	3227		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11164	1559		NA	NA	NA	0000010787	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15760	6533		NA	NA	NA	NA	0000010788	NA	NA	NA	NA	0000010788	NA	NA	NA
CG11162	988		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12177	2601		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11158	1664		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9940	33905		0000010789	0000010792	NA	0000003690	NA	0000010790;0000010793;0000018881	NA	NA	NA	NA	NA	0000010791	NA
NnaD	25543		0000010789	0000010792	NA	0000003690	NA	0000010790;0000010793;0000018881	NA	NA	NA	NA	NA	0000010791	NA
CG9941	3243		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mus101	4867		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g	9074		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grip91	8113		NA	NA	0000010794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11134	1235		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11151	2208		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR42861	548		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pdcd4	9829		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43833	691		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32625	662		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000003691
Rtc1	1419		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yp3	2001		NA	NA	NA	NA	0000010795	NA	NA	NA	NA	NA	NA	NA	NA
rdgB	16736		NA	NA	NA	NA	NA	NA	0000010796	NA	NA	NA	NA	NA	NA
CtsB1	2323		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11103	922		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
inaE	27779		0000010799;0000010800	0000010798	NA	NA	0000010802	0000010804	0000010797	NA	NA	0000003692;0000010801	0000010803	0000010804	NA
CG10993	773		NA	NA	NA	NA	NA	NA	NA	NA	NA	0000003692	NA	NA	NA
CG10996	1249		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11095	1186		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clic	9336		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nup93-1	3084		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
jub	4276		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMPdeam	15125		NA	NA	NA	0000010805	NA	NA	NA	0000010806	0000003693	NA	NA	NA	NA
mamo	144411		0000010807;0000012263;0000012266;0000000613	0000010809;0000010812;0000012264;0000000613;0000003695;0000018883	0000012265;0000012266;0000000613;0000010814	0000010808;0000012262;0000000613	0000012265;0000012266;0000000613;0000010815	0000010811;0000012264;0000000613;0000018885	0000012265;0000010813;0000000613;0000018886	0000012265;0000012266;0000000613;0000018884	0000012265;0000012266;0000000613	0000010810;0000012265;0000012266;0000000613;0000018885	0000012265;0000012266;0000000613;0000010816	0000012265;0000000613;0000018885	0000012265;0000003694;0000012266;0000000613
CG11068	1338		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44655	687		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ben	3460		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ste12DOR	679		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:R:12Ee	72		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:S4:12Ea	81		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:S4:12Eb	81		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:R:12Ea	72		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:R:12Eb	72		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:R:12Ec	72		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:R:12Ed	72		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:S774:12Ec	81		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:S7:12Ed	81		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ste:CG33247	723		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ste:CG33246	723		NA	0000003698	0000003698	NA	NA	NA	0000003698	NA	NA	0000003698	NA	NA	NA
Ste:CG33245	723		NA	0000003698	0000003698	NA	NA	NA	0000003698	NA	NA	0000003698	NA	NA	NA
Ste:CG33244	723		NA	0000003698	0000003698	NA	NA	NA	0000003698	NA	NA	0000003698	NA	NA	0000003699
Ste:CG33243	723		NA	0000003698	0000003698	NA	NA	NA	0000003698	NA	NA	0000003698	NA	NA	0000003699
Ste:CG33242	724		NA	0000003698	0000003698	NA	NA	NA	0000003698	NA	NA	0000003698	NA	NA	0000003699
Ste:CG33241	723		NA	0000003698	0000003698	NA	NA	NA	0000003698	NA	NA	0000003698	NA	NA	0000003699
Ste:CG33240	723		NA	0000003698	0000003698	NA	NA	NA	0000003698	NA	NA	0000003698	NA	NA	0000003699
Ste:CG33239	723		NA	0000003698	0000003698	NA	NA	NA	0000003698	NA	NA	0000003698	0000003701	NA	0000003699
Ste:CG33238	725		NA	0000003698	0000003698	NA	NA	NA	0000003698	NA	NA	0000003698	0000003701	NA	NA
Ste:CG33237	723		NA	0000003698	0000003698	NA	0000003702	NA	0000003698	NA	NA	0000003698	0000003701	NA	NA
Ste:CG33236	1115		NA	NA	NA	0000018887	NA	0000012267;0000018888	NA	NA	NA	NA	NA	NA	NA
tRNA:S474:12Eh	81		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR46242	366		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:S4:12Ee	81		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:R:12Ef	72		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:S774:12Ef	81		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44657	2748		0000000616	0000000616	0000000616	0000000616	0000000616	0000000616	0000000616	0000000616	0000000616	0000000616	0000000616	0000000616	0000000616
tRNA:S7:12Eg	81		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44658	382		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12479	427		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12480	1953		NA	NA	0000018892	0000018893	0000003706	0000018892	0000003707	NA	0000018893	NA	NA	NA	NA
betaNACtes1	1137		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG1368	914		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11581	1533		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11584	2287		NA	0000010831	NA	NA	0000003708	NA	NA	NA	0000003709	NA	NA	NA	NA
CR45995	1603		NA	0000010831	NA	NA	0000003708	NA	NA	NA	0000003709	NA	NA	NA	NA
CG32603	1246		NA	NA	NA	NA	0014185565X	NA	NA	NA	NA	0000018894	NA	NA	NA
CG12481	588		NA	NA	NA	NA	NA	NA	NA	0000010832	NA	NA	NA	NA	NA
CG11585	1239		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13403	798		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
yl	6744		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mir-4917	76		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11590	729		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
l(1)G0007	23370		NA	NA	NA	NA	NA	0000010833	NA	NA	NA	NA	NA	NA	0000010834
l(1)G0469	7496		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11674	1232		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRpL38	1660		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42271	6006		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fbxl4	3510		NA	NA	NA	0000010835	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG1434	2164		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA-cap	2556		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32599	2828		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mud	10863		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG1461	4156		NA	0000010836	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000010836	NA
CG13404	1513		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na	11049		NA	NA	NA	NA	NA	NA	NA	0000010837	NA	NA	NA	NA	NA
Muc12Ea	10426		0000012269;0000003711;0000012272;0000018904	0000012271;0000003715;0000018905	0000003714;0000018912	0000018908	0000003710;0000012268;0000012270;0000003712;0000003716;0000003718;0000018909	0000003719;0000012273;0000012274;0000018916	0000003720	0000018915	0000018913	0000010838;0000010839;0000018910	0000003720;0000018899	0000018914	0000003713;0000010840;0000003717;0000010841
CG9400	1309		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44963	579		NA	NA	NA	NA	NA	NA	0000003722	NA	NA	NA	NA	NA	NA
betaNACtes2	960		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
betaNACtes6	1020		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dpr8	140125		0000003724;0000010852;0000010858;0000000619;0000010866;0000018918	0000000619;0000018919	0000010848;0000010857;0000000619;0000010861;0000018918	0000010855;0000000619;0000010859;0000010862;0000018919	0000010849;0000010856;0000000619;0000018918	0000010845;0000012275;0000000619;0000018918	0000003725;0000003726;0000003727;0000000619;0000003730;0000018918	0000000619;0000010863;0000018918	0000000619;0000012277;0000018918	0000012276;0000000619;0000010864	0000010843;0000010844;0000000619;0000018918	0000010851;0000003728;0000003729;0000000619;0000010860;0000010865;0000018919	0000010846;0000010847;0000010850;0000010853;0000010854;0000000619;0000010862;0000018918
betaNACtes3	1020		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
betaNACtes4	1065		NA	NA	NA	NA	NA	NA	NA	NA	NA	0000012276	NA	NA	NA
CG9411	7678		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12540	1105		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44110	2226		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45521	1250		NA	NA	NA	0014540173X	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG14414	1574		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRpS25	846		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nmdyn-D6	939		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9413	17847		NA	0000010881	NA	NA	NA	0000000621	0000000621	0000010880	0000000621	NA	NA	0000000621	NA
NetA	49916		0000000622;0000010883	0000000622	0000000622;0000018927	0000000622	0000000622	0000000622	0000003734;0000000622	0000000622;0000010883	0000010882;0000000622	0000000622	0000000622	0000000622	0000000622
CG5321	1850		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NetB	63338		0000010893	0000018934	NA	0000003735	0000003736;0000012281	0000010895;0000018935	0000010891;0000018933	NA	NA	0000012282	0000010892;0000012283;0000018934	NA	0000010894;0000018934
CG43088	1296		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hog	669		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15890	8256		NA	NA	NA	NA	NA	NA	0000003737	NA	NA	NA	NA	NA	NA
CG5334	991		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5347	1209		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ag5r2	1090		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ag5r	1887		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45522	1485		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rut	38595		0000000624	0000000624	0000000624	0000000624	0000000624	0000000624	0000000624	0000010898;0000000624	0000010900;0000000624	0000000624	0000010901;0000000624	0000010899;0000000624	0000000624
CG14408	5166		NA	NA	NA	0014827860X	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG14411	3615		NA	NA	NA	0014827860X	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG14410	605		NA	NA	NA	0014827860X	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG14407	727		NA	NA	NA	0014827860X	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32590	754		NA	NA	NA	0014827860X	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flo2	94570		0000010902;0000010908	NA	0000003739;0000003741	0000010906;0000003738;0000010910;0000010911;0000018939	0000003739;0000003741;0000010912	0000010909	0000010904;0000003739;0000003741	0014929262X	0000003739;0000003741	0000003739;0000003740	0000010907;0000003739;0000003741	0000010903;0000010905;0000018936	0000003741
CG12539	2140		NA	NA	NA	0014827860X	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9522	2336		NA	NA	NA	0014827860X	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9521	2264		NA	NA	NA	0014827860X	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9519	2033		NA	NA	NA	0014827860X	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9518	8192		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9514	10939		0000010908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9512	3705		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9509	3374		NA	NA	NA	0014906469X	NA	NA	NA	0014906469X	NA	NA	NA	NA	NA
CG14406	972		NA	NA	NA	0000018938	NA	NA	NA	0000018938	NA	NA	NA	NA	NA
CG12398	2031		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eo	2044		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9503	4241		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32591	1742		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pdgy	19862		0000000625	0000000625	0000000625	0000000625;0000010916	0000010912;0000000625	0000000625;0000003742;0000010918	0000000625	0000010913;0000010914;0000012403	0000000625	0000000625;0000010917	0000000625	0000000625;0000010915;0000003742;0000010918	0000000625
CR44831	1352		NA	NA	NA	NA	NA	0000003742;0000010918	NA	NA	NA	NA	NA	0000003742;0000010918	NA
CG9030	977		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eag	54512		0000010923	0000010925	NA	NA	0000010921;0000003743	0000010919;0000010920;0000012284;0000010927	0000010926	NA	NA	NA	0000010924	0000010919;0000010920;0000012284;0000010922	NA
hiw	53292		0000010928;0000010930;0000000626	0000000626	0000010928;0000000626	0000000626	0000010928;0000000626	0000010928;0000010930;0000000626	0000000626;0000010931	0000010930;0000000626	0000000626	0000010928;0000010930;0000000626	0000010928;0000010929;0000000626	0000000626	0000010928;0000010929;0000000626;0000010932
be	17624		0000010930;0000000626	0000000626	0000000626	0000000626	0000000626	0000010930;0000000626	0000000626	0000010930;0000000626	0000000626	0000010930;0000000626	0000010929;0000000626	0000000626	0000010929;0000000626
CG5541	7719		NA	NA	NA	NA	NA	NA	0000010931	NA	NA	NA	NA	NA	0000010932
ND-B18	1193		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
opm	1596		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dob	2084		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lsd-2	7093		NA	NA	NA	NA	0000010933	NA	NA	NA	NA	NA	NA	NA	NA
CR44662	3757		NA	0000003744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44661	469		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33177	1002		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44960	1137		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33178	1190		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9065	670		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15027	668		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5599	2504		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rab3-GEF	24062		NA	NA	NA	0000010935	NA	NA	NA	NA	0000010934	NA	NA	NA	NA
CG9072	584		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyp4s3	3240		NA	NA	NA	0000010935	NA	NA	NA	NA	NA	NA	NA	NA	NA
drd	11558		NA	NA	NA	NA	NA	NA	NA	NA	0000010938	NA	NA	NA	NA
RpL37a	1497		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9095	23288		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43737	14490		NA	0000010945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32588	829		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5662	1081		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43075	905		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43076	925		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44430	743		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9101	1131		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPYR1	1054		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9106	1369		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44663	343		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44664	438		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG5877	4138		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44429	905		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gce	21308		NA	NA	NA	0000010959	NA	0000010958	NA	NA	NA	NA	NA	NA	NA
CR44961	2911		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Top1	8550		0000000628	0000000628	0000000628	0000000628	0000000628	0000000628	0000000628	0000010960;0000000628	0000000628	0000000628	0000000628	0000000628	0000000628
mir-4957	83		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dah	2660		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9114	2370		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HDAC6	7050		NA	NA	NA	NA	NA	NA	0000003750;0000018940	NA	NA	NA	NA	NA	0000010961
CR44998	1493		NA	NA	NA	NA	NA	NA	0000003750	NA	NA	NA	NA	NA	NA
CG9123	1744		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12608	1768		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG6227	4852		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
acj6	28825		NA	NA	NA	0000010963	NA	NA	NA	NA	0000010962	NA	NA	NA	NA
Pp1-13C	1960		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9164	5070		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cngl	55214		0000000629;0000003751;0000000631	0000000629;0000000630;0000000631	0000000629;0000000630;0000000631	0000010964;0000000629;0000000630;0000010968	0000000629;0000000631	0000010965;0000000629;0000000631	0000010966;0000000629;0000000630;0000000631	0000000629;0000000630;0000000631	0000000629;0000000630;0000000631	0000000629;0000000630;0000000631	0000000629;0000000631;0000003752	0000010967;0000000629;0000000630;0000000631;0000010969	0000000629;0000000630;0000000631
Scamp	3704		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ahcy13	2906		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG11655	2080		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
shtd	6897		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15642	1573		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG15641	412		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grip128	3838		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG6308	695		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mh	2596		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG6324	5631		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG6340	4238		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gmap	24301		NA	NA	NA	NA	NA	NA	0000003753	NA	NA	NA	NA	0000010970	NA
CR44888	339		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mir-283	99		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mir-304	87		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mir-12	73		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
